"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Eastern and South-Eastern Asia","Republic of Korea","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","13.83",""
"SDG: Eastern and South-Eastern Asia","Republic of Korea","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","14.31",""
"SDG: Eastern and South-Eastern Asia","Republic of Korea","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","12.83",""
"SDG: Eastern and South-Eastern Asia","Lao People's Democratic Republic","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","9.07","SOURCE:  Ministry of Education and Sports ()"
"SDG: Eastern and South-Eastern Asia","Lao People's Democratic Republic","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","10.76","SOURCE:  Country submission ()"
"SDG: Eastern and South-Eastern Asia","Lao People's Democratic Republic","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","10.91","SOURCE:  Budget Plan 2017  2020 (https://www.mof.gov.la/index.php/en/budget-plan-2017-2020/)"
"SDG: Eastern and South-Eastern Asia","Lao People's Democratic Republic","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","11.62","SOURCE:  Budget Plan 2017  2020 (https://www.mof.gov.la/index.php/en/budget-plan-2017-2020/)"
"SDG: Eastern and South-Eastern Asia","Lao People's Democratic Republic","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","11.17","SOURCE:  Central Government Operations (https://www.mof.gov.la/wp-content/uploads/2019/10/CGO_Lao-PDR-updated-OCT-2019.xlsx)"
"SDG: Northern Africa and Western Asia","Lebanon","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","8.05","SOURCE:  Citizen Budget 2020 (http://www.finance.gov.lb/en-us/Finance/BI/ABDP/)"
"SDG: Northern Africa and Western Asia","Lebanon","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","9.90","SOURCE:  Citizen Budget 2020 (http://www.finance.gov.lb/en-us/Finance/BI/ABDP/)"
"SDG: Northern Africa and Western Asia","Lebanon","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","8.14","SOURCE:  Citizen Budget 2020 (http://www.finance.gov.lb/en-us/Finance/BI/ABDP/)"
"SDG: Sub-Saharan Africa","Liberia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","13.72","SOURCE:  National Budget 2018/2019 (https://www.mfdp.gov.lr/index.php/main-menu-reports/mm-bdp/mm-bd-nb)"
"SDG: Sub-Saharan Africa","Liberia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","7.39",""
"SDG: Sub-Saharan Africa","Liberia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","13.71","SOURCE:  National Budget 2019/2020 (https://www.mfdp.gov.lr/index.php/main-menu-reports/mm-bdp/mm-bd-nb)"
"SDG: Sub-Saharan Africa","Liberia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","12.43","SOURCE:  Draft National Budget 2023 (https://www.mfdp.gov.lr/index.php/main-menu-reports/mm-bdp/mm-bd-nb?filter_order=tbl.created_time&filter_order_Dir=DESC&start=0)"
"SDG: Sub-Saharan Africa","Liberia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","11.73","SOURCE:  Draft National Budget 2023 (https://www.mfdp.gov.lr/index.php/main-menu-reports/mm-bdp/mm-bd-nb?filter_order=tbl.created_time&filter_order_Dir=DESC&start=0)"
"SDG: Sub-Saharan Africa","Liberia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","7.96","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Latin America and the Caribbean","Saint Lucia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","14.31",""
"SDG: Latin America and the Caribbean","Saint Lucia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","16.90",""
"SDG: Latin America and the Caribbean","Saint Lucia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","14.39",""
"SDG: Latin America and the Caribbean","Saint Lucia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","14.08",""
"SDG: Latin America and the Caribbean","Saint Lucia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","14.47","SOURCE:  Estimates of Revenue and Expenditure (https://www.finance.gov.lc/resources/download/2140)"
"SDG: Central and Southern Asia","Sri Lanka","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","5.47","SOURCE:  Budget Estimates 2023 Volume 2 (https://www.treasury.gov.lk/api/file/c2669230-60ee-480f-9943-7266658a3e55)"
"SDG: Central and Southern Asia","Sri Lanka","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","11.33",""
"SDG: Central and Southern Asia","Sri Lanka","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","8.68","SOURCE:  Budget speech 2023 (df0adb78-ec82-4f3c-84ac-6b8ccb1b3365 (treasury.gov.lk))"
"SDG: Central and Southern Asia","Sri Lanka","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","5.04","SOURCE:  FISCAL MANAGEMENT REPORT 202021 (https://www.treasury.gov.lk/documents/budget/2021/FMRP-Report-2020-21-(English).pdf)"
"SDG: Central and Southern Asia","Sri Lanka","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","5.35","SOURCE:  Budget Estimates 2023 Volume 2 (https://www.treasury.gov.lk/api/file/c2669230-60ee-480f-9943-7266658a3e55)"
"SDG: Sub-Saharan Africa","Lesotho","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","12.39","SOURCE:  DRAFT BUDGET ESTIMATES FOR THE FINANCIAL YEAR 2021/2022 (http://www.finance.gov.ls/documents/Budget%20Formulation/budget%20book/2021-2022%20Draft%20Budget%20Estimates%20Book.pdf)"
"SDG: Sub-Saharan Africa","Lesotho","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","14.77","SOURCE:  Appropriation (2019/2020) Act, 2019 (http://www.finance.gov.ls/documents/Budget%20Formulation/Appropriation%20Act/Appropriation%202019-2020%20Act,%202019.pdf)"
"SDG: Sub-Saharan Africa","Lesotho","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","14.39","SOURCE:  BUDGET ESTIMATES FOR THE FINANCIAL YEAR 2020/2021 (http://www.finance.gov.ls/documents/Budget%20Formulation/budget%20book/2020-2021%20Budget%20Estimates%20Book.pdf)"
"SDG: Sub-Saharan Africa","Lesotho","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","14.13",""
"SDG: Sub-Saharan Africa","Lesotho","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","13.83","SOURCE:  BUDGET ESTIMATES FOR THE FINANCIAL YEAR 2019/2020 (http://www.finance.gov.ls/documents/Budget%20Formulation/budget%20book/2019-2020%20Budget%20Estimates%20Book.pdf)"
"SDG: Sub-Saharan Africa","Lesotho","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","11.26","SOURCE:  DRAFT BUDGET ESTIMATES FOR THE FINANCIAL YEAR 2022/2023 (http://www.finance.gov.ls/documents/Budget%20Formulation/budget%20book/Draft%20Budget%20Estimates%20Book%202022-23.pdf)"
"SDG: Europe and Northern America","Lithuania","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","13.28","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Lithuania","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","12.17","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Lithuania","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","13.32","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Lithuania","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","12.74","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Luxembourg","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","10.99","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Luxembourg","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","10.62","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Luxembourg","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","10.89","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Luxembourg","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","11.14","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Latvia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","14.81","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Latvia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","13.70","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Latvia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","12.65","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Latvia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","15.02","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","China, Macao Special Administrative Region","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","12.87","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","China, Macao Special Administrative Region","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","15.55","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","China, Macao Special Administrative Region","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","14.46","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","China, Macao Special Administrative Region","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","12.30","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Northern Africa and Western Asia","Morocco","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","23.87","SOURCE:  Loi de Finances 2022 (https://www.finances.gov.ma/fr/vous-orientez/Pages/plf2022.aspx)"
"SDG: Northern Africa and Western Asia","Morocco","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","24.16","SOURCE:  Loi de Finances 2020 (https://www.cabri-sbo.org/en/documents/body-of-the-finance-law-2020)"
"SDG: Northern Africa and Western Asia","Morocco","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","23.76","SOURCE:  Loi de Finances 2021 (https://www.cabri-sbo.org/en/documents/finance-law-for-the-2021-budget-year)"
"SDG: Northern Africa and Western Asia","Morocco","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","21.47","SOURCE:  Loi de Finances 2019 (https://www.cabri-sbo.org/en/documents/body-of-the-finance-act-2019)"
"SDG: Northern Africa and Western Asia","Morocco","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","22.44","SOURCE:  Loi de Finances 2018 (https://www.cabri-sbo.org/en/documents/finance-act-for-the-2018-budget-year)"
"SDG: Europe and Northern America","Monaco","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","4.80",""
"SDG: Europe and Northern America","Monaco","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","5.03",""
"SDG: Europe and Northern America","Monaco","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","5.87",""
"SDG: Europe and Northern America","Republic of Moldova","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","17.17","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Republic of Moldova","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","18.37","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Republic of Moldova","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","16.34","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Republic of Moldova","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","17.55","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Sub-Saharan Africa","Madagascar","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","14.07","SOURCE:  LOI N2022-015 PORTANT LOI DE FINANCES POUR 2023 (http://www.mef.gov.mg/assets/vendor/ckeditor/plugins/kcfinder/upload/files/lfi2023/LFI2023_N%C2%B02022-015_PROMULGUEE_FR.pdf)"
"SDG: Sub-Saharan Africa","Madagascar","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","19.82","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Sub-Saharan Africa","Madagascar","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","17.95","SOURCE:  ORDONNANCE N2018-001 PORTANT LOI DE FINANCES POUR 2019 (https://www.droit-afrique.com/uploads/Madagascar-LF-2019.pdf)"
"SDG: Sub-Saharan Africa","Madagascar","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","15.34","SOURCE:  ANNEXES TOME 2 (https://drive.google.com/file/d/14IPPUskg_DEu2_n42jXME2z131WXrzaR/view)"
"SDG: Sub-Saharan Africa","Madagascar","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","15.52","SOURCE:  LOI N2020-013 PORTANT LOI DE FINANCES RECTIFICATIVE POUR 2021 (http://www.droit-afrique.com/uploads/Madagascar-LF-2021.pdf)"
"SDG: Central and Southern Asia","Maldives","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","10.51","SOURCE:  Madldives in Figures (https://statisticsmaldives.gov.mv/maldives-in-figures-may-2022/)"
"SDG: Central and Southern Asia","Maldives","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","12.06","SOURCE:  School Statistics (https://www.moe.gov.mv/en/category/view/14)"
"SDG: Central and Southern Asia","Maldives","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","11.39","SOURCE:  School Statistics (https://www.moe.gov.mv/en/category/view/14)"
"SDG: Central and Southern Asia","Maldives","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","10.03","SOURCE:  Budget tables, Government web-site (https://budget.gov.mv/en/functional-classification)"
"SDG: Central and Southern Asia","Maldives","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","10.85","SOURCE:  Budget tables, Government web-site (https://budget.gov.mv/en/functional-classification)"
"SDG: Central and Southern Asia","Maldives","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","10.18","SOURCE:  Budget tables, Government web-site (https://budget.gov.mv/en/functional-classification)"
"SDG: Latin America and the Caribbean","Mexico","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","16.58",""
"SDG: Latin America and the Caribbean","Mexico","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","16.20",""
"SDG: Oceania","Marshall Islands","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","15.04",""
"SDG: Oceania","Marshall Islands","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","19.37","SOURCE:  Appropriation (Financial Year 2020) Act 2019 (https://rmiparliament.org/cms/images/LEGISLATION/BILLS/2019/2019-0170/AppropriationFinancialYear2020Act2019.pdf)"
"SDG: Oceania","Marshall Islands","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","21.70","SOURCE:  Basic Financial Statements 2018 (http://www.rmioag.com/wp-content/uploads/2020/01/RMI_fs18-FINAL-06.28.19.pdf)"
"SDG: Oceania","Marshall Islands","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","11.15",""
"SDG: Oceania","Marshall Islands","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","22.87","SOURCE:  Appropriation (Financial Year 2021) Act 2020 (https://rmiparliament.org/cms/library/public-laws/category/46-2020.html?download=548:p-l-2020-14-appropriation-financial-year-2021-act,-2020)"
"SDG: Sub-Saharan Africa","Mali","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","15.36",""
"SDG: Sub-Saharan Africa","Mali","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","17.52",""
"SDG: Sub-Saharan Africa","Mali","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","18.19","SOURCE:  Loi de Finances 2022 (https://finances.ml/sites/default/files/2022-01/LF%202022_v_01-01-2022.pdf)"
"SDG: Sub-Saharan Africa","Mali","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","19.12","SOURCE:  Loi de Finances 2023 (https://finances.ml/sites/default/files/2023-01/LFI%202023_v_02-01-2023.pdf)"
"SDG: Sub-Saharan Africa","Mali","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","15.14",""
"SDG: Sub-Saharan Africa","Mali","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","16.22",""
"SDG: Europe and Northern America","Malta","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","13.85","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Malta","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","12.55","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Malta","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","14.08","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Malta","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","12.67","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","Myanmar","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","9.82","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","Myanmar","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","9.68","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","Mongolia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","14.08","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","Mongolia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","11.26","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","Mongolia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","20.48","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","Mongolia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","9.99","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Sub-Saharan Africa","Mozambique","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","19.03","SOURCE:  RELATORIO DE EXECUCAO DO ORCAMENTO DO ESTADO 2019 (https://www.mef.gov.mz/)"
"SDG: Sub-Saharan Africa","Mozambique","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","17.93","SOURCE:  RELATORIO DE EXECUCAO DO ORCAMENTO DO ESTADO 2020 (https://www.mef.gov.mz/)"
"SDG: Sub-Saharan Africa","Mozambique","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","17.39","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Sub-Saharan Africa","Mozambique","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","18.76","SOURCE:  RELATORIO DE EXECUCAO DO ORCAMENTO DO ESTADO 2021 (https://www.mef.gov.mz/)"
"SDG: Sub-Saharan Africa","Mauritania","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","9.10",""
"SDG: Sub-Saharan Africa","Mauritania","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","5.04",""
"SDG: Sub-Saharan Africa","Mauritania","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","9.73",""
"SDG: Sub-Saharan Africa","Mauritania","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","10.23",""
"SDG: Latin America and the Caribbean","Montserrat","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","4.48","SOURCE:  Budget Statement 2022/2023 (https://www.gov.ms/wp-content/uploads/2022/07/Budget-Speech-and-Estimates-FY-2022-23.pdf)"
"SDG: Latin America and the Caribbean","Montserrat","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","4.20","SOURCE:  Budget Statement 2021/2022 (https://www.gov.ms/wp-content/uploads/2021/07/Budget-Estimates-21-22-Complete.pdf)"
"SDG: Latin America and the Caribbean","Montserrat","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","7.49","SOURCE:  Budget Estimates for 2019/2020-2022 (https://www.gov.ms/wp-content/uploads/2020/10/Draft-Estimates-2019-22-for-LA.pdf)"
"SDG: Latin America and the Caribbean","Montserrat","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","4.70","SOURCE:  Budget Statement 2022/2023 (https://www.gov.ms/wp-content/uploads/2022/07/Budget-Speech-and-Estimates-FY-2022-23.pdf)"
"SDG: Latin America and the Caribbean","Montserrat","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","7.32","SOURCE:  Budget Statement 2020/21 (https://www.gov.ms/wp-content/uploads/2020/10/Budget-Estimates-2020-21-v2.pdf)"
"SDG: Sub-Saharan Africa","Mauritius","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","11.67","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Sub-Saharan Africa","Mauritius","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","14.49","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Sub-Saharan Africa","Mauritius","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","15.42","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Sub-Saharan Africa","Mauritius","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","12.53","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Sub-Saharan Africa","Malawi","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","15.83","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Eastern and South-Eastern Asia","Malaysia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","19.14","SOURCE:  Budget Speech 2019 (https://www.mof.gov.my/portal/arkib/budget/2019/bs19.pdf)"
"SDG: Eastern and South-Eastern Asia","Malaysia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","20.46","SOURCE:  Budget Speech 2021 (https://www.mof.gov.my/portal/arkib/budget/2021/bs21.pdf)"
